image_id,image_path,ground_truth,predicted,sim_0,sim_1,sim_2,sim_3,p_0,p_1,p_2,p_3,stderr,returncode
40010001.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010001.png,1,1,29.665908813476562,31.234100341796875,30.49862289428711,29.935710906982422,0.10630132257938385,0.5100298523902893,0.24444535374641418,0.13922341167926788,,0
40010011.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010011.png,1,1,30.04511070251465,31.580507278442383,30.66977882385254,30.4117431640625,0.11168617010116577,0.518577516078949,0.20858800411224365,0.161148339509964,,0
40010021.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010021.png,1,1,30.014720916748047,31.4173641204834,30.92494010925293,30.07464027404785,0.11610960960388184,0.4720938801765442,0.28851696848869324,0.12327949702739716,,0
40010029.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010029.png,1,1,30.20359230041504,31.585716247558594,30.955961227416992,30.18370819091797,0.12367532402276993,0.49264249205589294,0.26244163513183594,0.12124044448137283,,0
40010036.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010036.png,1,1,30.525949478149414,31.994840621948242,31.411699295043945,30.54998016357422,0.11371985077857971,0.49404624104499817,0.2757481038570404,0.11648572236299515,,0
40010037.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010037.png,1,1,30.372936248779297,31.836950302124023,30.992258071899414,30.56362533569336,0.11917489022016525,0.5152262449264526,0.2213873565196991,0.1442115306854248,,0
40010042.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010042.png,1,1,29.897476196289062,31.20796012878418,30.737199783325195,29.978879928588867,0.12332731485366821,0.45729371905326843,0.28559237718582153,0.13378655910491943,,0
40010049.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010049.png,1,1,31.06231117248535,32.409175872802734,31.79813575744629,30.846908569335938,0.12921950221061707,0.4968942701816559,0.2697072923183441,0.10417893528938293,,0
40010044.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010044.png,1,1,30.611133575439453,31.883615493774414,31.43716812133789,30.1269588470459,0.13386613130569458,0.47786208987236023,0.3057827353477478,0.08248905092477798,,0
40010054.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010054.png,1,1,30.488630294799805,31.784910202026367,31.068138122558594,30.1323299407959,0.14003457129001617,0.5119204521179199,0.24998407065868378,0.09806092828512192,,0
40010058.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010058.png,1,1,30.5091552734375,32.07744216918945,31.318723678588867,30.139986038208008,0.11446011811494827,0.5492278337478638,0.25718480348587036,0.0791272446513176,,0
40010064.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010064.png,1,1,30.65057945251465,31.7481632232666,31.398820877075195,30.34703826904297,0.1460195928812027,0.43760842084884644,0.30858033895492554,0.10779158025979996,,0
40010067.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010067.png,1,1,30.63236427307129,31.641700744628906,31.24423599243164,30.53053092956543,0.15406326949596405,0.4227156937122345,0.2840741276741028,0.13914687931537628,,0
40010084.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010084.png,1,1,31.305282592773438,31.909400939941406,31.478191375732422,30.716598510742188,0.21865318715572357,0.40005624294281006,0.25992563366889954,0.1213650107383728,,0
40010082.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010082.png,1,1,30.79353904724121,32.15469741821289,31.67501449584961,30.493206024169922,0.1241350769996643,0.4842148721218109,0.2997191548347473,0.09193091094493866,,0
40010089.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010089.png,1,1,30.9212589263916,31.786970138549805,31.518278121948242,30.284944534301758,0.17474481463432312,0.4153152406215668,0.3174580931663513,0.09248184412717819,,0
40010095.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010095.png,1,1,30.310832977294922,31.484407424926758,30.938751220703125,29.7386474609375,0.14989073574543,0.48467621207237244,0.2808511555194855,0.08458196371793747,,0
40010098.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010098.png,1,1,31.110998153686523,32.340274810791016,31.92080307006836,30.49053192138672,0.1388133317232132,0.4745689034461975,0.3119787573814392,0.07463905960321426,,0
40010099.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010099.png,1,1,30.596256256103516,31.628358840942383,31.288545608520508,29.99824333190918,0.1573527306318283,0.44168299436569214,0.31443557143211365,0.08652875572443008,,0
40010105.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010105.png,1,1,30.59687042236328,31.42632293701172,30.964601516723633,29.970121383666992,0.1897229701280594,0.4348571002483368,0.27404600381851196,0.10137392580509186,,0
40010107.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010107.png,1,2,30.752540588378906,31.149118423461914,31.299802780151367,30.045705795288086,0.21238434314727783,0.31575778126716614,0.36710935831069946,0.10474855452775955,,0
40010106.png,/home/ubuntu/SCB-05-Dataset/5k_HRW_Dataset_combined/images/val/40010106.png,1,2,31.272300720214844,31.91317367553711,31.92031478881836,30.73506736755371,0.1853829026222229,0.3518821895122528,0.3544040024280548,0.1083308607339859,,0
