clip_id,raw_answer,predicted,ground_truth
9289010118.avi,listening,2,3
9403280234.avi,listening,2,3
907001480.mp4,listening,2,1
5100401078.avi,listening,2,2
5100342048.avi,listening,2,1
8264120275.avi,listening,2,3
5100471023.avi,listening,2,2
5100462023.avi,listening,2,2
5100462031.avi,listening,2,2
5000951033.avi,listening,2,2
5100401071.avi,listening,2,2
907001560.mp4,listening,2,2
5100472014.avi,listening,2,2
8264120266.avi,listening,2,1
5000952036.avi,listening,2,2
5100351002.avi,listening,2,1
5000671042.avi,listening,2,1
5100422060.avi,listening,2,2
5100381004.avi,listening,2,2
5000442019.avi,listening,2,2
5100462011.avi,listening,2,3
5100452049.avi,listening,2,3
5100342036.avi,listening,2,1
5100461007.avi,listening,2,1
9877360140.avi,listening,2,3
5100462032.avi,listening,2,2
5100401023.avi,listening,2,1
5100351039.avi,listening,2,3
5000671041.avi,listening,2,1
5100362028.avi,listening,2,3
5100451041.avi,listening,2,3
5100371024.avi,watching videos,2,2
8264120268.avi,listening,2,3
8264120231.avi,listening,2,1
826412013.avi,listening,2,1
5100462012.avi,listening,2,2
5100452016.avi,listening,2,1
5100402001.avi,listening,2,1
5000952083.avi,listening,2,1
8264120123.avi,listening,2,1
8264120284.avi,listening,2,1
9289010115.avi,listening,2,3
5100091069.avi,listening,2,3
5100381017.avi,listening,2,2
5100422041.avi,listening,2,2
5100402020.avi,listening,2,2
5000951067.avi,listening,2,2
5100091051.avi,listening,2,2
9289010274.avi,listening,2,3
5100091059.avi,listening,2,2
5100092057.avi,listening,2,2
5000671057.avi,listening,2,2
5100092071.avi,listening,2,3
987736024.avi,listening,2,2
9877360241.avi,listening,2,3
5100091049.avi,listening,2,1
9877360143.avi,listening,2,3
5000671033.avi,listening,2,3
8264120120.avi,listening,2,1
8264120239.avi,listening,2,1
8264120211.avi,listening,2,1
88265402200.mp4,listening,2,3
5000952046.avi,listening,2,3
9877360120.avi,listening,2,1
9289010152.avi,listening,2,1
5000671005.avi,listening,2,2
88265402340.mp4,listening,2,2
9403280229.avi,listening,2,3
5000441024.avi,listening,2,1
5100341028.avi,listening,2,2
5000671048.avi,listening,2,1
5000672013.avi,listening,2,3
5100382003.avi,listening,2,3
5100381002.avi,listening,2,3
5100382013.avi,listening,2,3
5000671030.avi,listening,2,3
5000442054.avi,listening,2,3
8264120139.avi,watching,2,3
826412019.avi,listening,2,2
5100461064.avi,listening,2,3
9877360215.avi,listening,2,3
9289010269.avi,listening,2,3
5000441058.avi,listening,2,1
5100422046.avi,listening,2,3
5000671020.avi,listening,2,2
5100341061.avi,listening,2,2
5000671058.avi,listening,2,1
5000441067.avi,listening,2,1
9070011060.mp4,listening,2,3
5000951039.avi,listening,2,2
5100381003.avi,listening,2,3
907001670.mp4,listening,2,3
9403280271.avi,listening,2,1
9877360270.avi,listening,2,1
5100402024.avi,listening,2,3
5100402063.avi,listening,2,1
8264120232.avi,listening,2,2
5100342024.avi,listening,2,1
928901014.avi,listening,2,1
88265402230.mp4,listening,2,2
5000441021.avi,listening,2,3
5100092008.avi,listening,2,3
5000441051.avi,listening,2,2
5000672077.avi,listening,2,2
5100352030.avi,listening,2,3
9877360258.avi,listening,2,2
5100462053.avi,listening,2,3
90700170.mp4,listening,2,3
5100092067.avi,listening,2,3
5100422006.avi,listening,2,3
88265402900.mp4,listening,2,3
8264120279.avi,listening,2,1
5100451049.avi,listening,2,3
9877360172.avi,listening,2,1
5100351022.avi,listening,2,0
9403280251.avi,listening,2,2
9877360157.avi,listening,2,1
5100462071.avi,listening,2,2
9289010145.avi,listening,2,1
5100401034.avi,listening,2,1
5100422071.avi,listening,2,3
8264120269.avi,listening,2,1
5000671050.avi,listening,2,2
8264120169.avi,listening,2,1
5100461057.avi,listening,2,2
5100401026.avi,listening,2,3
5100352031.avi,listening,2,3
8264120254.avi,listening,2,1
88265402880.mp4,listening,2,2
5000672012.avi,listening,2,2
5000951047.avi,listening,2,2
5100422073.avi,listening,2,2
9877360185.avi,listening,2,2
5100372011.avi,watching tv,2,3
9877360127.avi,listening,2,2
5100472021.avi,listening,2,3
